user_id;screen_name;name;description;location;followers_count;friends_count;listed_count;favourites_count;statuses_count;verified;account_created_at;default_profile;default_profile_image;tweet_count_in_dataset;first_seen_at;last_seen_at;followers_friends_ratio;tweets_per_day_since_creation;dataset_coverage_days;tweets_per_day_in_dataset;sample_tweets;label;notes
4515199649;ErayTezer;Eray Tezer;@AhmedHulusi @CPasaHasan @AnlaArtk;;928;516;41;153964;91494;False;2015-12-17T15:40:11;True;False;1;2018-06-15T19:03:44;2018-06-15T19:03:44;0,556;100,43;0;0,0;RT @GalatasaraySK: Güzel başlangıç @Uruguay  Tebrikler @1_Muslera_25 🧤   #WorldCup https://t.co/CDjxWQrzcR;;
2447471248;imsmohsin;Mohsin;"I have an ability to insult idiots without them realizing it. Real Madrid is my dealer.
IG/SC: imsmohsin";Karachi, Pakistan;8865;91;81;23952;138246;False;2014-03-30T16:16:36;True;False;23;2018-06-14T17:04:00;2018-06-17T16:38:48;0,0103;89,77;2;11,5;"RT @GS7_89: Seriously... From the face expression to preparation &amp; to the goal by #Cristiano, he is simply amazing! #POR #PORESP #WorldCup… ||| RT @WakeUpNeo__: Cristiano Ronaldo scores a penalty against David De Gea the best goalkeeper in the world.  Lionel Messi misses a penalty f… ||| RT @TaSgcobzin: I love this camera angle of Cristiano Ronaldo free-kick goal, look at the curve 🙌 #WorldCup https://t.co/gBGyaUTOJN ||| RT @Niket_Wingman11: Spain gave the G.O.A.T 2 years in jail sentence and also fined him. But he replied by doing this to their national tea… ||| RT @TLFVideos: You're lookin at a 33 year old 🙏  #WorldCup https://t.co/2BK6VMmxNQ";;
2653826858;nomusic_nogr;ガチャピン@6/24 ルナフェス;氷川姉妹が尊いしがないゲームプランナー。趣味は音楽と競馬。週末はライブにより多忙。↓行ったことのあるライブ↓ http://twpf.jp/nomusic_nogr;アキバ、そしてロストグラウンド;672;1139;25;12379;109904;False;2014-07-17T13:50:34;True;False;1;2018-06-17T15:52:52;2018-06-17T15:52:52;1,6949;76,8;0;0,0;RT @SoccerKingJP: 🇩🇪注目の一戦🇲🇽 ドイツ 0－1 メキシコ メキシコがロサノのゴールで先制！王者ドイツに1点リードで折り返し！  ▼前半スタッツ（🇩🇪／🇲🇽） シュート（8／9） 枠内（5／4） ポゼッション（59%／41%） パス本数（274／153）…;;
1557234132;WatchTheBreaks;The Breaks;⚾️ Cubs since 88 | 🏀 Bulls since 89 | 🏒 Kings since 07 | 🏈 Rams since 16 | Watch @gogtslive Thursday Nights 9 PM EST / 6 PM PST;Los Angeles, CA;7407;4583;202;178040;137650;False;2013-06-30T05:13:57;True;False;6;2018-06-14T13:48:16;2018-06-17T03:29:43;0,6187;75,97;2;3,0;"Not just my shoes, anyone's shoes! #Adidas #WorldCup   https://t.co/NRibuME4FX ||| RT @TalkSoccer: When #Mexico fails to qualify for the 2022 #WorldCup, I can’t wait to see Rafa Marquez in promos telling #ElTri fans they h… ||| Just because Vegas Dave was right about a NFL team once, why on earth would I believe his #WorldCup picks??  You ca… https://t.co/BJmhMldTJz ||| RT @TalkSoccer: The more you watch #Iran trying to go forward, the more you realize they really need @Sbeita33 #WorldCup @LAFC ||| RT @TalkSoccer: #WorldCup fans....""Soccer Tonight"" with me and @MikeTrudell begins TONIGHT on @espnlosangeles and the @espn app at 7pm Paci…";;
2951645987;abo_nasser1965;كروي من الزمن الجميل;فتحي كميل ويوسف الثنيان وروماريو والختام زيدان;;1794;662;10;209;95865;False;2014-12-30T18:52:09;True;False;3;2018-06-14T19:32:51;2018-06-16T10:28:51;0,369;75,9;1;3,0;"RT @RM4Arab: اليساندرو ديلبيرو (اسطورة يوفنتوس) :  ""عيون كريستيانو قبل تنفيذ الركلة الحرة التي تخص الـ 3-3 ومن ثم ذلك المسار السحري للكرة ا… ||| RT @WC18HD_Ultra: كأس العالم - دور المجموعات، الجولة الأولى.  اسبانيا 3 - 3 البرتغال.  شاهد أهداف المباراة واستمتع   - جودة عالية HD. تعليق… ||| RT @Almoj_alazra8: المنتخب السعودي هو أول منتخب في التاريخ يخسر بخماسية في مباراة افتتاح كأس العالم.  #WorldCup";;
1006686257907412993;iJake0;جيك آمبرسون 🏴󠁧󠁢󠁥󠁮󠁧󠁿;رُبما تجمعنا اقدارنا ذات يوم ..;Oxford, England;58;107;1;3;300;False;2018-06-12T23:54:41;True;False;4;2018-06-14T03:06:03;2018-06-17T13:41:45;1,8448;75,0;3;1,33;صربيا حراسة جيدة دفاع ممتاز  وسط اكثر من ممتاز  هجوم ضعيف  منتخب بيوصل بعيد اتوقع 👍🏼 #WorldCup2018 ||| RT @paulpogba: Papa c’étais por toi 🇫🇷 Dad this one was for you. @equipedefrance #allezlesbleus #fiersdetrebleus #weliveforfootball #WorldC… ||| حقين الكالتشيو دائماً وابداً عاهات ! اذا دي خيا صار عادي من مباراة اليوم اجل بوفون عاهرة ليليّه لـ رونالدو  https://t.co/jRbXlV8bm1 ||| صباح البطولة الأعظم  صباح المتعة 😍  #WorldCup https://t.co/LLJDPD6Pf3;;
2233669650;ValeryFourniret;Come on England;Arf;Arf;5066;379;202;4253;123616;False;2013-12-06T23:47:47;True;False;4;2018-06-14T10:44:28;2018-06-17T15:08:53;0,0748;74,78;3;1,33;#MyTeam https://t.co/9HTaOXMD7I ||| ptdr le faux fair play du vainqueur https://t.co/m2WWGPnfLe ||| ca n'a aucun putain de sens les maillots de l'Egypte, Pérou et Nigéria https://t.co/1i6w1oJvTX ||| 😭😭😭😭😭😭😭😭😭c’est des malades https://t.co/Tz9cUMt2eA;;
996936761900195842;supa95_;ص ص ص صابر أبو الغضب;#NewAccount MAMA ! *Quavo's Voice* 🎶;الخرا ;53;204;0;188;2056;False;2018-05-17T02:13:41;True;False;14;2018-06-14T12:39:16;2018-06-15T12:35:35;3,8491;70,9;0;0,0;RT @FIFAWorldCup: #EidMubarak to everyone celebrating all over the world! #WorldCup https://t.co/qBCvh7jYCh ||| RT @Arsenal: Matchday for Mo and #EGY!   Good luck today, @ElNennY - we're right behind you 🔴  #WorldCup https://t.co/bbJJxX58Ih ||| حاجه كده تصلح العفن اللي كنا بنشوفوه امبارح https://t.co/80nfSB9LhI ||| RT @Okaz_Sports: أفطرنا على «بصلة» 5-0 #عكاظ #روسيا_والسعودية #المنتخب_السعودي  #WorldCup2018  @Okaz_Sports  https://t.co/BMmJPt6Z9H https:… ||| RT @BrasziI: Saudi Arabia will beheading home after three games #WorldCup ;1;auto: 3/6 signals
993190032369430528;1Champion__;ChampionBwoy🇯🇲;IG:1Champion__;;67;78;0;2143;2556;False;2018-05-06T18:05:31;True;False;1;2018-06-14T18:22:30;2018-06-14T18:22:30;1,1642;65,54;0;0,0;RT @KashARTwork: #WorldCupRussia2018 #worldcup;1;auto: 3/6 signals
906117780008611841;1991meenarakesh;Rakesh;;;128;110;0;27551;18467;False;2017-09-08T11:31:28;True;False;9;2018-06-14T15:56:18;2018-06-17T16:13:24;0,8594;65,49;3;3,0;"RT @Sports_NDTV: Toni Kroos' free-kick is brilliantly saved by Ochoa to keep Mexico's lead intact  #GER #MEX #FIFAWorldCup #WorldCup #Russi… ||| RT @Sports_NDTV: #AleksandarKolarov scores with an unstoppable free-kick to give Serbia a 1-0 lead vs Costa Rica  #FIFAWorldCup #WorldCup #… ||| RT @Sports_NDTV: KICK-OFF!! Serbia get the match underway  #FIFAWorldCup #WorldCup #Crc #SRB  #RussiaWorldCup2018 #FIFAWorldCupRussia #CRCS… ||| RT @CNN: Cristiano Ronaldo scores a hattrick to earn Portugal a thrilling draw against Spain https://t.co/3KTRkWFbpj #WorldCup https://t.co… ||| RT @Sports_NDTV: #FifaWorldCup2018: Neymar ends world's greatest player debate, says ""I am the best""  Read: https://t.co/3n4CSPnZP8  #World…";;
799158364135628801;kwvbnx;.matt 👾;“أنا براعة لقمة العي “ | . kwabena | .photographer | .business| |G O D| KURI 🌹;E.L , GH;786;404;21;1671;36611;False;2016-11-17T07:52:56;True;False;5;2018-06-14T19:21:19;2018-06-16T15:30:42;0,514;63,56;1;5,0;RT @GalacticoHD: Jose Mourinho is so wrong for this 😂😂😂😂 you can’t tell me otherwise 😂😂 #WorldCup https://t.co/X6Gn1guY6O ||| RT @OtiAdjei: Heard commentator say Ronaldo is the first player to score at eight successive major tournaments so I decided to check on @AS… ||| RT @AliquamScripto: “At least a homosexual didn’t score right?!” https://t.co/9t6hNSps4G ||| RT @DFB_Team_EN: The bar is set 👀  #DieMannschaft #WorldCup #ZSMMN https://t.co/FV9mEGw9ys ||| RT @LouisVuitton: Show your support for the #WorldCup with a piece from the limited edition Louis Vuitton 2018 FIFA World Cup Russia™ Colle…;;
628325588;almo1406;علي الماجيك;;;436;125;3;435;133451;False;2012-07-06T12:15:26;True;False;1;2018-06-16T10:39:35;2018-06-16T10:39:35;0,2867;61,5;0;0,0;RT @tawwaq11: 🖥 Discover Islam 🖥  https://t.co/8MCpWSeSG7 🇷🇺RUS  https://t.co/dh7KbtgKZM 🇪🇸ESP  https://t.co/uW21MHLnrW 🇵🇹POR  https://t.co…;;
2440748494;MrsBLVCK;O.;;Paris;8052;3936;28;338;91298;False;2014-03-27T21:34:16;True;False;1;2018-06-17T12:23:46;2018-06-17T12:23:46;0,4888;59,21;0;0,0;RT @ChivaZ71: a whole lotta Mexico Jerseys for a country who hates Mexico https://t.co/piXip0hs5R;;
2935115729;znik711;Колян Захаров🇷🇺;Как бы не лаяли собаки наш паровоз вперёд летит;;1264;188;67;6500;75082;False;2014-12-21T11:45:17;True;False;1;2018-06-17T11:34:49;2018-06-17T11:34:49;0,1487;58,98;0;0,0;RT @satoshi551: ロシアの地下鉄。ブラジルのサッカーファン。かわいいですね😂 https://t.co/CSb8dw1jZT;;
882177866691162112;_Catefrancis;King Kate the 1st👑;Watch your feelings.;;1713;435;2;6224;20115;False;2017-07-04T10:02:48;True;False;1;2018-06-17T08:17:13;2018-06-17T08:17:13;0,2539;57,97;0;0,0;RT @bensonedo_: Make una shut up abeg. This is not the time. https://t.co/6p8tvVmZTq;;
1001052025797447681;asterooidz;Coisinha boa do Aaron 🇵🇹;don’t blame others for what you do | fan account;Positano, Campania;218;207;1;537;1029;False;2018-05-28T10:46:16;True;False;1;2018-06-15T16:34:54;2018-06-15T16:34:54;0,9495;57,17;0;0,0;RT @explowraed: #VamosAcreditar #WorldCup #Portugal #PortugalGanha https://t.co/FqwXkgEZtm;1;auto: 3/6 signals
1008003685471916032;FutebolFutur0;Futebol Futuro;"Notícias sobre o mundo do futebol. Humor, estatísticas, jogos ao vivo e dicas para o Cartola FC.
Aqui não temos clubismo.";Brasil;4;58;0;5;57;False;2018-06-16T15:09:41;True;False;12;2018-06-16T15:50:56;2018-06-17T16:54:05;14,5;57,0;1;12,0;Apresento a vocês o Cara do jogo!  🔥🇲🇽  #MEX  #COPA2018    #Worldcup #Rusia2018 https://t.co/ztNXgGhl9B ||| Você comemorou com o gol do México?   #Copa2018   #MEX  #Worldcup   #Rusia2018 ||| É HOJE! 🔥   #Bra   #Copa2018   #worldcup https://t.co/SqhEeZM6Ns ||| #Copa2018 #WorldCup  GRUPO A 1ª #RUS 3 pts 2ª #URU 3 pts 3ª #EGY 0 pt 4ª #KSA 0 pt GRUPO B 1ª #IRN 3 pts 2ª #ESP 1… https://t.co/b0idZta8Us ||| Pra você qual foi a melhor partida de hoje:   #Copa2018  #WorldCup   #ARGxISL  #AUSVFRA  #PERxDIN   #CROxNIG;1;auto: 4/6 signals
527026096;MoreAyala1;More;;Corrientes, Argentina;1129;976;20;91433;127043;False;2012-03-17T02:45:54;True;False;2;2018-06-16T00:59:11;2018-06-16T15:09:35;0,8645;55,67;0;0,0;RT @decidilo: Post partido #ARG #ISL en Moscú #Worldcup2018 #decidiloMundial https://t.co/XsSaKyLGw6 ||| RT @decidilo: La banda Argentina #ARG en Rusia 2018 - Video 4K 360 - Moscú  Es como estar cantando ahí en la plaza roja. Dale RT y 🤞 #Somos…;;
717567400900706304;PopulistDemand;By Populist Demand;Mobilizing citizens one tweet/one design at a time by artists @Ogi_Gogi #OnjenaYo & #GreyWilliamson #indie #movements #comics #art #culture #politics #create;Brooklyn, NY;2633;2602;174;26129;44204;False;2016-04-06T04:19:34;True;False;1;2018-06-16T13:18:37;2018-06-16T13:18:37;0,9882;55,19;0;0,0;"RT @PamelaChomba: TODAY Portuguese Veterans honored in Newark, NJ w @GovMurphy &amp; Portugal PM António Costa.   Both watched #PORSPN #worldcu…";;
855465627959644163;donzela18;Duda;@flamengo sou carregada de axé e protegida por um cavaleiro nobre!!!!!!!! @prrdoengenho02 Isabelle M.A ❤️/beatriz ❤️/Gabriele❤️11.01💙/@costaduda123 ❤️;Pietro amor da mnh vida ❤️;447;732;0;10598;21331;False;2017-04-21T16:57:54;True;False;1;2018-06-15T12:59:38;2018-06-15T12:59:38;1,6376;50,91;0;0,0;RT @FLA_fotos: OS FILHOS DELE LEVARAM A TAÇA E O CHAPEU DELE #Russia2018 https://t.co/jx3VYQdRvp;;
1003649197214748672;IRNM123;IRNM123;"You may know me... You may not.

I'm just here looking for some peace and quiet in my day.";;24;75;0;837;557;False;2018-06-04T14:46:30;True;False;1;2018-06-16T14:24:01;2018-06-16T14:24:01;3,125;50,64;0;0,0;RT @frankera11: #thehandofcod genius! #WorldCup2018 #iceland;0;
2805624278;syedkami70;Cyber Warrior 🇺🇸;I have over 10 years of hands-on work experience in UI/UX design, rapid prototyping, & front-end development for rich Internet applications & mobile devices.;Florida, USA;1744;862;711;22521;68520;False;2014-09-12T14:03:53;True;False;2;2018-06-14T13:56:40;2018-06-14T14:04:26;0,4943;49,98;0;0,0;Almost 200 countries in the world. Only 8 have ever won the #WorldCup :   Brazil 5x Germany 4x  Italy 4x  Argenti… https://t.co/8ZucHaLKVr ||| #WorldCup2018 fever kicks off with new features from #Apple and #Facebook - @BGR  https://t.co/pvxVMOk5op;0;auto: 0/6 signals
723940055304294400;_KLucerina;ᵀʳᵃᶻ ᵒ ᴴᵉˣᵃ ᴮʳᵃˢᶤˡ 💪🏆🇧🇷;"in August 29,1969 was born the most beautiful angel 👼♡.｡

















°ғᴀɴ ᴀᴄᴄᴏᴜɴᴛ°";Brasil 🇧🇷;994;1394;1;36026;38063;False;2016-04-23T18:22:14;True;False;11;2018-06-14T13:33:45;2018-06-17T16:20:22;1,4024;48,55;3;3,67;RT @HogazaSavinon: MÉXICO TA DEMAIS, LINDÍSSIMOS ESTÃO FAZENDO TUDO  #MexicoVsAlemania   #WorldCup  #Copa2018  #WordCupRussia2018 🇲🇽🇧🇷❤️ ht… ||| RT @Cabe05: GOOOOOOOLLLLLLLL de MEX 🇲🇽 🍾🍾🍾 #VamosMexico #MexicoVsAlemania #WorldCup #Russia2018 https://t.co/FTm6CmHWIs ||| RT @RosaJaike: Ya estás frente a la Tv @LuceroMexico ? 🇲🇽 #Mexico #WorldCup https://t.co/3chcWaG6Zy ||| RT @Aline_Hogaza: Por Lucero Por Chaves Por RBD Por Novelas Mexicanas  Pelo o 7×1 HOJE EU SOU MEXICANA CARALHO  #WorldCup  #MexicoVsAlemani… ||| RT @vouprocine: Começou México x Alemanha, pela #WorldCup2018, e o clima lá na Villa está em alta. 🇲🇽🇩🇪  #VamosMéxico #Chaves #Chespirito h…;0;
856669623319756801;onmyoujidia;rachel;21. she/her.;Brooklyn, NY;94;72;4;1346;19608;False;2017-04-25T00:42:09;True;False;1;2018-06-15T18:29:00;2018-06-15T18:29:00;0,766;47,13;0;0,0;RT @ChivaZ71: a whole lotta Mexico Jerseys for a country who hates Mexico https://t.co/piXip0hs5R;0;
893460383981199362;ra_chen;Ra_chen หงษ์แดงแรงฤทธิ์;กีฬาอะไรก็เล่นได้หมดแหละ;;41;42;0;165;14664;False;2017-08-04T13:15:30;True;False;1;2018-06-15T14:26:21;2018-06-15T14:26:21;1,0244;46,55;0;0,0;RT @ThaiLFC: นับเป็นผลการแข่งขันที่น่าผิดหวังสำหรับอียิปต์ของ โมฮาเหม็ด ซาลาห์  อย่างไรก็ตาม, โชคดีสำหรับเกมกับรัสเซียในวันอังคารนี้ 👍#EGY⁠…;0;
927206534874128386;edinsonmbappe;Donatello ･ ｡  ☆∴｡　* 　･ﾟ*｡★･ 　　･ *ﾟ｡　　 * 　 ･;;;66;344;0;11160;9295;False;2017-11-05T16:10:39;True;False;7;2018-06-14T10:22:02;2018-06-17T09:07:52;5,2121;41,68;2;3,5;RT @VicSpotter31: @InfosFrancaises En france ils auraient filmé . Les russes , eux , partent se le faire : #Patriots #Russia2018 #RussiaNig… ||| RT @paulpogba: Papa c’étais por toi 🇫🇷 Dad this one was for you. @equipedefrance #allezlesbleus #fiersdetrebleus #weliveforfootball #WorldC… ||| RT @OptaJean: 100% - Lucas Hernandez 🇫🇷 (7/7) has won all of his duels during the first half v Australia 🇦🇺, more than any other player. So… ||| RT @NaplesAndNapoli: Cavani comforting Salah after the final whistle. Always a gentleman. 💙😍🙇🏼 #URUEGY #WorldCup https://t.co/S0Mii4Yff7 ||| RT @ASRomaEN: It's official - #ASRoma fans have voted this #NGA shirt the best Nike kit of the #WorldCup! 🔥🔥🔥 https://t.co/nzDNASiSBQ;1;
715811572447313920;Ahmed1981madrid;أحمد سلامة ⓭ ³³;#halamadrid ! #forzainter;طرابلس - ليبيا;415;630;7;3137;33342;False;2016-04-01T08:02:32;True;False;13;2018-06-15T18:00:45;2018-06-17T12:54:53;1,5181;41,32;1;13,0;RT @HamzaRMFC: 😍 #WorldCup https://t.co/HeH0yBxxJ6 ||| RT @RM4Arab: لوكا مودريتش سجل الهدف رقم 2400 في تاريخ كأس العالم في شباك نيجيريا.  #CRO #WorldCup https://t.co/tbdvt4EVNH ||| RT @TrollFootball: #WorldCup update:  Real Madrid 5-0 Barcelona  (Ronaldo x3 , Nacho, Modric) (Messi penalty ❌ ) ||| RT @Squawka: Luka Modric has now scored in:  ✔️ Europa League ✔️ Champions League ✔️ European Championships ✔️ World Cup  A first #WorldCup… ||| RT @OnSideAr: مودريتش أصبح رابع لاعب يمثل كرواتيا في ثلاث نسخ من كأس العالم , بعد سيميتش - ستيب بليتيكوسا - إيفيكا أوليتش . #WorldCup …;0;
3039865253;jorge_alves27;Jorge 🇸🇳;FC Porto|| U17 ⚽️|| L ❤️;;466;450;8;23958;49120;False;2015-02-15T23:13:37;True;False;8;2018-06-15T11:53:31;2018-06-17T13:31:59;0,9657;40,36;2;4,0;RT @transf_min: E que golo de Aleksandar Kolarov 🔥 #CRC 0-1 #SRB #CRCSRB #WorldCup https://t.co/JeuhGvpO08 ||| RT @transf_min: 🚨FIFA justifica a falta que não foi marcada antes do golo da Espanha🚨 Em comunicado, a FIFA afirma que a falta não foi marc… ||| RT @iancairns01: Knew that looked familiar. 🤔 Portsmouth FK flashback. ⚽️ 🥅 #CristianoRonaldo #WorldCup #ESP #Por #PortugalVsSpain #PORESP… ||| RT @domstirling12: Lets be honest, the titanic theme tune was meant for Cristiano Ronaldo  #PORESP #WorldCup https://t.co/gXfVX6WfKG ||| RT @iAndreLucas: O golo do @Cristiano, ao som de @HansZimmer e do Nuno Matos, da @antena1rtp, é muito mais épico #ConquistaOSonho #WorldCup…;0;
918447382777421824;Aditya8948029;कबीर_ka_बच्चा;"कृपया अनमोल पुस्तक जीने की राह अवश्य पढ़ें



I love guru ji....";Uttar Pradesh, India;1716;1830;0;8925;9597;False;2017-10-12T12:04:54;True;False;1;2018-06-14T11:03:53;2018-06-14T11:03:53;1,0664;39,33;0;0,0;RT @daas_pawan: #ZeroCelebratesEid  #WorldCup  #FOLLOWME  #कबीरपरमात्मा_के_चमत्कार  संकट मोचन कष्ट हरण मंगल करण कबीर कि आ गये शरण तेरी।।…;0;
419910721;druzdail;Chibuku Guy;Lover of life;Roodepoort, South Africa;5708;5609;18;0;92634;False;2011-11-23T23:19:01;True;False;4;2018-06-15T17:00:12;2018-06-17T10:32:33;0,9827;38,65;1;4,0;RT @ThamKhaiMeng: Astonishing. Unreal. Extraordinary. What a talent!! #canneslions #ogilvycannes #worldcup https://t.co/cYZXxEY9UQ ||| RT @WCGoalz: GOAL! ICELAND SCORE THEIR FIRST EVER GOAL AT A #WorldCup https://t.co/qkIjcTJ3F2 ||| RT @WCGoalz: GOAL! Aguero scores his first ever goal at a #WorldCup and what a goal it was! https://t.co/WEteMCnf89 ||| RT @Acemashudu: South Africans lets gain! Retweet, Follow Me, @Aey_dear @DelphyWaterson @MolepoLarry @Collen_Sambo2 @ayasbeja @Menkhas @Emm…;0;
